ID,Order,Family,Binomial,CommonName,Landmass,Date,Pathway,Method,Inv. Stage,A. Realm,N. Realm,References,Notes
2129,Diprotodontia,Phalangeridae,Spilocuscus maculatus,Common Spotted Cuscus,Tioor Island,,"Hunting, Pet, Wild Fur (L)","Escape, Release (L)",Established,Oceanian,Oceanian,"Heinsohn 2003, Leary et al. 2016c",Prehistoric introduction
2130,Diprotodontia,Phalangeridae,Spilocuscus maculatus,Common Spotted Cuscus,New Britain Island,,"Fauna Improvement, Pet","Escape, Release (L)",Established,Oceanian,Oceanian,"Heinsohn 2010, Leary et al. 2016c",Recent introduction
2131,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Malta Island,-2500,Stowaway (L),Transport (L),Established,Saharo-Arabian,Saharo-Arabian,"Borg 2005, Groves & Castri 1991, Sciberras et al. 2012",
2132,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Tenerife Island,1980,Stowaway,Transport,Invasive,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Nogales et al. 2006, Masseti 2010",
2133,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Cyprus Island,-2500,Stowaway (L),Transport (L),Established,Saharo-Arabian,Saharo-Arabian,"Reumer & Oberli 1988, Groves & Castri 1991, Aulagnier et al. 2017",
2134,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Corsica Island,-2500,Stowaway (L),Transport (L),Established,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Vigne 1992, Aulagnier et al. 2017",
2135,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Grande Glorieuse Island,,Stowaway (L),Transport (L),Established,Madagascan,Saharo-Arabian,Russell & Corre 2009,
2136,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Corfu Island,-2500,Stowaway (L),Transport (L),Established,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Masseti 2012",
2137,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Sicily Island,,Stowaway (L),Transport (L),Established,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Spagnesi & De Marinis, Loy et al. 2019",
2138,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Madagascar Island,1200,Stowaway (L),Transport (L),Established,Madagascan,Saharo-Arabian,"Omar et al. 2011, Aulagnier et al. 2017",
2139,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Crete Island,-2500,Stowaway (L),Transport (L),Established,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Masseti 2012",
2140,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Sardinia Island,-2500,Stowaway (L),Transport (L),Established,Palearctic,Saharo-Arabian,"Groves & Castri 1991, Vigne 1992, Spagnesi & De Marinis 2002, Loy et al. 2019",
2141,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Mallorca Island,1955,Stowaway,Transport,Established,Palearctic,Saharo-Arabian,"Pinya et al. 2008, Pinya et al. 2018",
2142,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Elba Island,2004,Stowaway,Transport,Established,Palearctic,Saharo-Arabian,"Szpunar et al. 2008, Loy et al. 2019",
2143,Eulipotyphla,Soricidae,Suncus etruscus,Pygmy White-toothed Shrew,Madagascar Island,1200,Stowaway (L),Transport (L),Established,Madagascan,Saharo-Arabian,"Omar et al. 2011, Aulagnier et al. 2017",
2144,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Heinsohn 2003, Hutterer et al. 2016, GISD 2019c",
2145,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Kingdon et al. 2013, Hutterer et al. 2016",
2146,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Kingdon et al. 2013, Hutterer et al. 2016",
2147,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Guam Island,1953,Stowaway,Transport,Invasive,Oceanian,Oriental,"Long 2003, GISD 2019c",
2148,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Asia,,Stowaway,Transport,Invasive,Saharo-Arabian,Oriental,"Long 2003, Hutterer et al. 2016, GISD 2019c",
2149,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Long 2003, Kingdon et al. 2013, Hutterer et al. 2016",
2150,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Asia,,Stowaway,Transport,Invasive,Saharo-Arabian,Oriental,"Long 2003, Karami et al. 2008, Hutterer et al. 2016, GISD 2019c",
2151,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Asia,,Stowaway,Transport,Invasive,Saharo-Arabian,Oriental,"Long 2003, Hutterer et al. 2016, GISD 2019c",
2152,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Heinsohn 2003, Hutterer et al. 2016, GISD 2019c",
2153,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Africa,,Stowaway,Transport,Invasive,Afrotropical,Oriental,"Kingdon et al. 2013, Hutterer et al. 2016",
2154,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Dyer Island,1912,Stowaway,Transport,Invasive,Afrotropical,Oriental,Long 2003,
2155,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Maldive Archipelago,,Stowaway,Transport,Established,Oriental,Oriental,"Long 2003, GISD 2019c",
2156,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Asia,,Stowaway,Transport,Invasive,Saharo-Arabian,Oriental,"Long 2003, Hutterer et al. 2016, GISD 2019c",
2157,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Asia,,Stowaway,Transport,Invasive,Saharo-Arabian,Oriental,"Long 2003, Hutterer et al. 2016, GISD 2019c",
2158,Eulipotyphla,Soricidae,Suncus murinus,House Shrew,Saipan Island,,Stowaway,Transport,Established,Oceanian,Oriental,GISD 2019c,
2159,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,1966,Hunting,Release,Invasive,Palearctic,Nearctic,"Cerri et al. 2016, 2017, Dori et al. 2018, EASIN 2019, GBIF.org 2020ak",
2160,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019, GBIF.org 2020ak",
2161,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019",
2162,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2163,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,1910,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2164,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2165,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2166,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2167,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Cuba Island,,Hunting,Release,Established,Panamanian,Nearctic,"Mancina et al. 2015, Borroto-Páez & Mancina 2017",
2168,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Whidbey Island,,Hunting,Release,Invasive,Nearctic,Nearctic,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GOERT 2019, GBIF.org 2020ak",
2169,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Lopez Island,,Hunting,Release,Invasive,Nearctic,Nearctic,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GOERT 2019, GBIF.org 2020ak",
2170,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Orcas Island,,Hunting,Release,Invasive,Nearctic,Nearctic,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GOERT 2019, GBIF.org 2020ak",
2171,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,North America,1926,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Naughton & Canadian Museum of Nature 2012c, Nielsen & Lanier 2019, GBIF.org 2020ak",
2172,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Nantucket Island,,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Nielsen & Lanier 2019, GBIF.org 2020ak",
2173,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019, GBIF.org 2020ak",
2174,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018",
2175,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018",
2176,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019",
2177,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,1995,Hunting,Release,Established,Palearctic,Nearctic,"Capizzi et al. 2012, Cerri et al. 2016, Dori et al. 2018",
2178,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018",
2179,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,1997,Hunting,Release,Established,Palearctic,Nearctic,"Capizzi et al. 2012, Cerri et al. 2016, Dori et al. 2018",
2180,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Europe,1999,Hunting,Release,Established,Palearctic,Nearctic,"Cerri et al. 2016, Dori et al. 2018, GBIF.org 2020ak",
2181,Monotremata,Tachyglossidae,Tachyglossus aculeatus,Short-beaked Echidna,Maria Island,1971,Conservation,Release,Established,Australian,Australian,"Long 2003, Seddon et al. 2015, GBIF.org 2020al",
2182,Pilosa,Myrmecophagidae,Tamandua tetradactyla,Southern Tamandua,Anchieta Island,1983,Zoo,Release,Established,Neotropical,Neotropical,"Bovendorp & Galetti 2007, Galetti et al. 2009, Hayssen 2011, Bovendorp et al. 2013",
2183,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Baranof Island,1930,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2184,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Chichagof Island,1931,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2185,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Afognak Island,1952,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2186,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Kodiak Island,1952,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2187,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Newfoundland Island,1963,Fauna Improvement,Release,Invasive,Nearctic,Nearctic,"Gosse et al. 2011, Hearn et al. 2006, Strong & Leroux 2014, Whitaker 2015, GBIF.org 2020am",
2188,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Sidney Island,1964,Hunting,Release,Established,Nearctic,Nearctic,"Long 2003, Simberloff 2009, GBIF.org 2020am",
2189,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Admiralty Island,1949,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2190,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Partofshikof Island,1935,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2191,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Moser Island,1935,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2192,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Yakobi Island,1935,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2193,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Kruzof Island,1935,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2194,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Inian Island,1935,Hunting,Release,Established,Nearctic,Nearctic,"Schrader & Hennon 2005, MacDonald & Cook 2010, GBIF.org 2020am",
2195,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Sivier Island,1969,Fauna Improvement,Release,Invasive,Nearctic,Nearctic,"Gosse et al. 2011, Strong & Leroux 2014, Whitaker 2015",
2196,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Knights Island,1969,Fauna Improvement,Release,Invasive,Nearctic,Nearctic,"Gosse et al. 2011, Strong & Leroux 2014, Whitaker 2015",
2197,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Camel Island,1964,Fauna Improvement,Release,Invasive,Nearctic,Nearctic,"Gosse et al. 2011, Strong & Leroux 2014, Whitaker 2015",
2198,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Birchy Island,1961,Fauna Improvement,Release,Invasive,Nearctic,Nearctic,"Gosse et al. 2011, Strong & Leroux 2014, Whitaker 2015",
2199,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Queen Charlotte Archipelago,1950,Hunting,Release,Invasive,Nearctic,Nearctic,"Martin et al. 2002, Long 2003, Golumbia et al. 2008, Naughton & Canadian Museum of Nature 2012d, GBIF.org 2020am",
2200,Afrosoricida,Tenrecidae,Tenrec ecaudatus,Tailess Tenrec,Mahé Island,1882,Hunting,Release,Invasive,Oceanian,Madagascan,"Long 2003, Rocamora & Henriette 2015, Stephenson et al. 2016",
2201,Afrosoricida,Tenrecidae,Tenrec ecaudatus,Tailess Tenrec,Mohéli Island,1845,Hunting,Release,Established,Madagascan,Madagascan,"Long 2003, Stephenson et al. 2016",
2202,Afrosoricida,Tenrecidae,Tenrec ecaudatus,Tailess Tenrec,Grande Comore Island,1845,Hunting,Release,Established,Madagascan,Madagascan,"Long 2003, Stephenson et al. 2016",
2203,Afrosoricida,Tenrecidae,Tenrec ecaudatus,Tailess Tenrec,Anjouan Island,1845,Hunting,Release,Established,Madagascan,Madagascan,"Long 2003, Stephenson et al. 2016",
2204,Diprotodontia,Macropodidae,Thylogale billardierii,Tasmanian Pademelon,Sarah Island,1995,Biological Control,Release,Established,Australian,Australian,"TPWS 2006, DEEA 2016, GBIF.org 2020an",
2205,Diprotodontia,Macropodidae,Thylogale billardierii,Tasmanian Pademelon,Maria Island,1971,Conservation,Release,Established,Australian,Australian,"Long 2003, Seddon et al. 2015, Thalmann et al. 2016, GBIF.org 2020an",
2206,Cetartiodactyla,Bovidae,Tragelaphus angasii,Nyala,Africa,1935,"Conservation, Hunting","Escape, Release",Invasive,Afrotropical,Afrotropical,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao",
2207,Cetartiodactyla,Bovidae,Tragelaphus angasii,Nyala,Africa,1961,Hunting,Escape,Invasive,Afrotropical,Afrotropical,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao",
2208,Cetartiodactyla,Bovidae,Tragelaphus angasii,Nyala,Africa,1961,Hunting,Escape,Invasive,Afrotropical,Afrotropical,"Long 2003, Coates & Downs 2005, Simberloff & Rejmanek 2011, Relton et al. 2016, GBIF.org 2020ao",
2209,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,South Island,1858,Wild Fur,Release,Invasive,Australian,Australian,"Long 2003, Allen & Lee 2006, Heinsohn 2010",
2210,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,North Island,1859,Wild Fur,Release,Invasive,Australian,Australian,"Long 2003, Allen & Lee 2006, Heinsohn 2010",
2211,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Stewart Island,1890,Wild Fur,Release,Invasive,Australian,Australian,"Long 2003, Allen & Lee 2006, Heinsohn 2010",
2212,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Maria Island,1971,Conservation,Release,Established,Australian,Australian,"DEEA 2016, Seddon et al. 2015, Thalmann et al. 2016",
2213,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Rabbit Island,,Fauna Improvement (L),Release,Established,Australian,Australian,Long 2003,
2214,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Newry Island,,Fauna Improvement (L),Release,Established,Australian,Australian,Long 2003,
2215,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Outer Newry Island,,Fauna Improvement (L),Release,Established,Australian,Australian,Long 2003,
2216,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,Dent Island,,Fauna Improvement (L),Release,Established,Australian,Australian,Long 2003,
2217,Cetartiodactyla,Camelidae,Vicugna vicugna,Vicuna,South America,1988,Conservation,Release,Established,Neotropical,Neotropical,"Wheeler & Laker 2009, Acebes et al. 2018",
2218,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Buru Island,1953,Hunting,Release,Established,Oceanian,Oriental,"Heinsohn 2003, Long 2003, Heinsohn 2010, Veron et al. 2014",Hunted for its scent glands used in perfume production
2219,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Bacan Island,1991,Hunting,Release,Established,Oceanian,Oriental,"Heinsohn 2003, Long 2003, Heinsohn 2010",Hunted for its scent glands used in perfume production
2220,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Halmahera Island,1991,Hunting,Release,Established,Oceanian,Oriental,"Heinsohn 2003, Long 2003, Heinsohn 2010, Veron et al. 2014",Hunted for its scent glands used in perfume production
2221,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Ambon Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oceanian,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2222,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Natuna Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2223,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Leyte Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2224,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Panay Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2225,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Mindanao Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2226,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Cebu Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2227,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Luzon Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2228,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Negros Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2229,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Bohol Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2230,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Masbate Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2231,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Samar Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2232,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Mindoro Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2233,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Sulawesi Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014, Duckworth et al. 2016a","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2234,Carnivora,Viverridae,Viverra tangalunga,Malay Civet,Sulawesi Island,-2200,"Biological Control, Hunting (L)",Release (L),Established,Oriental,Oriental,"Heinsohn 2003, 2010, Veron et al. 2014, Duckworth et al. 2016a","Introduced during late Holocene, hunted for its scent glands used in perfume production"
2235,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Sumbawa Island,-2200,Hunting (L),Release (L),Established,Oriental,Oriental,"Long 2003, Heinsohn 2003","Introduced during Late Holocene, hunted for its scent glands used in perfume production"
2236,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Lombok Island,-2200,Hunting (L),Release (L),Established,Oriental,Oriental,Heinsohn 2003,"Introduced during Late Holocene, hunted for its scent glands used in perfume production"
2237,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Comoros Archipelago,1150,Hunting,Release,Invasive,Madagascan,Oriental,"Long 2003, Cheke 2010, BirdLife International 2016",Hunted for its scent glands used in perfume production
2238,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Madagascar Island,1150,Hunting,Release,Invasive,Madagascan,Oriental,"Long 2003, Cheke 2010, Kingdon et al. 2013, Farris et al. 2015, Hawkins 2015",Hunted for its scent glands used in perfume production
2239,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Mafia Island,1150,Hunting,Release,Established,Afrotropical,Oriental,"Cheke 2010, Kingdon et al. 2013",Hunted for its scent glands used in perfume production
2240,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Zanzibar Island,1150,Hunting,Release,Established,Afrotropical,Oriental,"Long 2003, Cheke 2010, Kingdon et al. 2013",Hunted for its scent glands used in perfume production
2241,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Pemba Island,1150,Hunting,Release,Established,Afrotropical,Oriental,"Long 2003, Cheke 2010, Kingdon et al. 2013",Hunted for its scent glands used in perfume production
2242,Carnivora,Viverridae,Viverricula indica,Small Indian Civet,Mayotte Island,1150,Hunting,Release,Invasive,Madagascan,Oriental,"Long 2003, Cheke 2010, Desvars et al. 2012",Hunted for its scent glands used in perfume production
2243,Diprotodontia,Vombatidae,Vombatus ursinus,Common Wombat,Maria Island,1971,Conservation,Release,Established,Australian,Australian,"Long 2003, Seddon et al. 2015, Martin et al. 2019",
2244,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Kanaga Island,1927,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Bailey et al. 1993, Ebbert & Byrd 2002, MacDonald & Cook 2010",
2245,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Adak Island,1921,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Bailey et al. 1993, Ebbert & Byrd 2002, MacDonald & Cook 2010",
2246,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Tanaga Island,1922,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Bailey et al. 1993, Ebbert & Byrd 2002, MacDonald & Cook 2010",
2247,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Ushisir Island,1915,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010",
2248,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Simusiru Island,1915,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010",
2249,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Urup Island,1915,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010",
2250,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Saint Paul Island,1925,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003",
2251,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Saint Matthew Island,1925,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003",
2252,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Atka Island,1790,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Bailey et al. 1993, Ebbert & Byrd 2002, MacDonald & Cook 2010",
2253,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Saint George Island,1925,Wild Fur,Release,Invasive,Nearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003",
2254,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Bering Island,1750,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010",
2255,Carnivora,Canidae,Vulpes lagopus,Arctic Fox,Kolguev Island,1926,Wild Fur,Release,Invasive,Palearctic,Palearctic,"Ebbert & Byrd 2002, Long 2003, Neronov et al. 2008, Khlyap et al. 2010",
