ID,Order,Family,Binomial,CommonName,Landmass,Date,Pathway,Method,Inv. Stage,A. Realm,N. Realm,References,Notes
839,Lagomorpha,Leporidae,Oryctolagus cuniculus,European Rabbit,Ascrib Archipelago,,"Farming, Hunting (L)","Escape, Release (L)",Invasive,Palearctic,Palearctic,"Long 2003, Lees & Bell 2008, Smith & Boyer 2008, Montgomery et al. 2014, Mathews et al. 2018",
840,Lagomorpha,Leporidae,Oryctolagus cuniculus,European Rabbit,Bardsey Island,1911,"Farming, Hunting (L)","Escape, Release (L)",Invasive,Palearctic,Palearctic,"Long 2003, Lees & Bell 2008, Smith & Boyer 2008, Montgomery et al. 2014, Mathews et al. 2018",
841,Lagomorpha,Leporidae,Oryctolagus cuniculus,European Rabbit,Fjallsholmen Island,,"Farming, Hunting (L)","Escape, Release (L)",Invasive,Palearctic,Palearctic,"Long 2003, Smith & Boyer 2008",
842,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,La Palma Island,1971,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Nogales et al. 2006, Acevedo Rodríguez & Medina 2010, Cassinello 2016",
843,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Tenerife Island,1971,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Nogales et al. 2006, Acevedo Rodríguez & Medina 2010, Cassinello 2016",
844,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Cyprus Island,-11000,"Farming, Hunting (L)","Escape, Release (L)",Established,Saharo-Arabian,Saharo-Arabian,"Long 2003, Guerrini et al. 2015",
845,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Juventud Island,1493,Hunting,Release,Invasive,Panamanian,Saharo-Arabian,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017",
846,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Lanai Island,1962,Hunting,Release,Invasive,Nearctic,Saharo-Arabian,"Long 2003, Marchand et al. 2013, Cassinello 2016",
847,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Hawaii Island,1962,Hunting,Release,Invasive,Nearctic,Saharo-Arabian,"Long 2003, Cassinello 2016",
848,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,1731,"Hunting, Ornamental Purposes","Escape, Release",Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019",
849,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,1980,Hunting,Escape,Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",
850,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Veliki Brijun Island,1900,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Grubesic & Krapinec 2000, Apollonio et al. 2010, Cassinello 2016",
851,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Asinara Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Loy et al. 2019",
852,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Æbelø Island,1950,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",
853,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Vejro Island,1950,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",
854,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sapientza Island,1982,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",
855,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,La Gomera Island,1971,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Nogales et al. 2006, Acevedo Rodríguez & Medina 2010, Cassinello 2016",
856,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Giglio Island,1950,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Spagnesi & De Marinis 2002, Carnevali et al. 2009, Guidi & Foggi 2009, Apollonio et al. 2010",Introduced during the last century
857,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Pianosa Island,1950,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Carnevali et al. 2009, Guidi & Foggi 2009, Apollonio et al. 2010, Cassinello 2016",Introduced during the last century
858,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Capraia Island,1975,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Spagnesi & De Marinis 2002, Carnevali et al. 2009, Guidi & Foggi 2009, Apollonio et al. 2010, Cassinello 2016",
859,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Marettimo Island,1950,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Carnevali et al. 2009, Apollonio et al. 2010, Cassinello 2016",Introduced during the last century
860,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,1780,"Hunting, Ornamental Purposes","Escape, Release",Established,Palearctic,Saharo-Arabian,"Carnevali et al. 2009, Apollonio et al. 2010, Cassinello 2016, Varuzza 2019",
861,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,1950,Hunting,Release,Established,Palearctic,Saharo-Arabian,"Carnevali et al. 2009, Apollonio et al. 2010, Cassinello 2016, Varuzza 2019",Introduced during the last century
862,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,,Hunting,Release,Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",Recent introduction
863,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,,Hunting,Release,Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",Recent introduction
864,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,,Hunting,Release,Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",Recent introduction
865,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Europe,1905,"Hunting, Ornamental Purposes","Escape, Release",Established,Palearctic,Saharo-Arabian,"Apollonio et al. 2010, Cassinello 2016",
866,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
867,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
868,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
869,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
870,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
871,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
872,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
873,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
874,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
875,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Sardinia Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019",
876,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Elba Island,1975,Hunting,Release,Invasive,Palearctic,Saharo-Arabian,"Spagnesi & De Marinis 2002, Guidi & Foggi 2009, Cassinello 2016, Loy et al. 2019, Varuzza 2019",
877,Cetartiodactyla,Bovidae,Ovis orientalis,Mouflon,Corsica Island,-7000,"Farming, Hunting (L)","Escape, Release (L)",Established,Palearctic,Saharo-Arabian,"Vigne 1992, Gippoliti & Amori 2006, Valdez 2008, Loy et al. 2019, GBIF.org 2020z",
878,Diprotodontia,Macropodidae,Petrogale persephone,Proserpine Rock Wallaby,Hayman Island,1998,Conservation,Release,Established,Australian,Australian,"Johnson et al. 2003, Burnett & Winter 2019",
879,Rodentia,Sciuridae,Sundasciurus juvencus,Northern Palawan Tree Squirrel,Apulit Island,2000,Pet,Release,Invasive,Oriental,Oriental,Balete & Ong 2016,Introduced during the 2000s
880,Carnivora,Bovidae,Tragulus nigricans,Balabac Mouse Deer,Apulit Island,1993,Conservation,Release,Established,Oriental,Oriental,"Meijaard & Groves 2004, Widmann 2015, Widmann et al. 2018",Hunter interview survey conducted in 1993
881,Carnivora,Bovidae,Tragulus nigricans,Balabac Mouse Deer,Calauit Island,1993,Conservation,Escape,Established,Oriental,Oriental,"Meijaard & Groves 2004, Widmann 2015, Widmann et al. 2018",Hunter interview survey conducted in 1993
882,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Kodiak Island,1867,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
883,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Unalaska Island,1896,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
884,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Umnak Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
885,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Tugidak Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
886,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Kavalga Island,1920,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
887,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Amaknak Island,1895,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
888,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Woody Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
889,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Chankliut Island,1918,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
890,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Holiday Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, MacDonald & Cook 2010, Cook et al. 2010",
891,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Kateekuk Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
892,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Marmot Island,1792,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
893,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Koniuji Big Island,1916,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
894,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Chowiet Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
895,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Kiliktagik Island,,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
896,Rodentia,Sciuridae,Urocitellus parryii,Arctic Ground Squirrel,Chirikof Island,1760,"Hunting, Wild Fur",Release,Established,Nearctic,Palearctic,"Long 2003, Cook et al. 2010",
897,Carnivora,Herpestidae,Herpestes fuscus,Brown Mongoose,Viti Levu Island,1985,Zoo,Escape,Invasive,Oceanian,Oriental,"Veron et al. 2010, Brown & Daigneault 2015, Mudappa & Jathanna 2015",
898,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Hornby Island,1986,"Hunting, Wild Fur",Release,Invasive,Nearctic,Nearctic,"Nagorsen 1996, Naughton & Canadian Museum of Nature 2012b",
899,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Vancouver Island,1992,"Hunting, Wild Fur",Unaided,Invasive,Nearctic,Nearctic,"Nagorsen 1996, Naughton & Canadian Museum of Nature 2012b, GOERT 2019",
900,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,North America,1907,"Hunting, Wild Fur",Release,Invasive,Nearctic,Nearctic,"Long 2003, Naughton & Canadian Museum of Nature 2012b, Pérez-Hernandez et al. 2016, CDFW 2018a",
901,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,California Channel Archipelago,1907,"Hunting, Wild Fur",Release,Invasive,Nearctic,Nearctic,"Long 2003, CDFW 2018a",
902,Cingulata,Chlamyphoridae,Chaetophractus villosus,Large Hairy Armadillo,Tierra del Fuego Main Island,1982,"Fauna Improvement, Hunting",Release,Invasive,Neotropical,Neotropical,"Poljak et al. 2007, Abba et al. 2014, Valenzuela et al. 2014",
903,Eulipotyphla,Erinaceidae,Erinaceus roumanicus,Northern White-breasted Hedgehog,Crete Island,-2000,"Biological Control, Hunting, Pet (L)","Escape, Release (L)",Established,Palearctic,Palearctic,"Krystufek et al. 2009, Masseti 2012",
904,Eulipotyphla,Erinaceidae,Erinaceus roumanicus,Northern White-breasted Hedgehog,Karpathos Island,,Pet (L),"Escape, Release (L)",Established,Palearctic,Palearctic,"Krystufek et al. 2009, Masseti 2012",Recent introduction
905,Eulipotyphla,Erinaceidae,Erinaceus roumanicus,Northern White-breasted Hedgehog,Agios Efstratios Island,1986,Pet (L),"Escape, Release (L)",Established,Palearctic,Palearctic,"Krystufek et al. 2009, Masseti 2012",
906,Eulipotyphla,Erinaceidae,Erinaceus roumanicus,Northern White-breasted Hedgehog,Thira Island,1890,Pet (L),"Escape, Release (L)",Established,Palearctic,Palearctic,"Krystufek et al. 2009, Masseti 2012",
907,Rodentia,Cuniculidae,Cuniculus paca,Agouti,Cuba Island,1930,Hunting,Release,Invasive,Panamanian,Neotropical,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017",
908,Cetartiodactyla,Cervidae,Alces alces,Moose,Newfoundland Island,1904,Hunting,Release,Invasive,Nearctic,Palearctic,"Long 2003, McLaren et al. 2004, Hearn et al. 2006, Gosse et al. 2011, Strong & Leroux 2014",
909,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Menorca Island,-2200,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Traveset et al. 2009, Schlitter et al. 2016",
910,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Sardinia Island,-5000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Vigne 1992, Gippoliti & Amori 2006, Schlitter et al. 2016",
911,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Eivissa Island,-2200,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Traveset et al. 2009, Schlitter et al. 2016",
912,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Mallorca Island,-2200,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Traveset et al. 2009, Schlitter et al. 2016",
913,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Formentera Island,-2200,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,Traveset et al. 2009,
914,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Corsica Island,-5000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Vigne 1992, Gippoliti & Amori 2006, Schlitter et al. 2016",
915,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Elba Island,-5000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,Gippoliti & Amori 2006,
916,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Ireland Archipelago,-6000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Montgomery et al. 2011, Schlitter et al. 2016, Herman et al. 2017, INBDC 2018a, NBN 2019a",
917,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Iceland Island,-1100,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Bengtson et al. 1989, Schlitter et al. 2016, Herman et al. 2017, IINH 2019",
918,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Africa,-7500,Stowaway (L),Transport (L),Established,Saharo-Arabian,Palearctic,"Lalis et al. 2016, Schlitter et al. 2016, Herman et al. 2017",
919,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Rona Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
920,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Vatersay Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
921,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Foula Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, Mathews et al. 2018, NBN 2019a",
922,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Colonsay Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
923,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Eigg Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, Mathews et al. 2018, NBN 2019a",
924,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,North Ronaldsay Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, Mathews et al. 2018, NBN 2019a",
925,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Arran Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
926,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,South Uist Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Schlitter et al. 2016, Herman et al. 2017, NBN 2019a",
927,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,North Uist Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Schlitter et al. 2016, Herman et al. 2017, NBN 2019a",
928,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Jura Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
929,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Shuna Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
930,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Ulva Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
931,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Linga Holm Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, Mathews et al. 2018, NBN 2019a",
932,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Whalsay Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Schlitter et al. 2016, Herman et al. 2017, Mathews et al. 2018, NBN 2019a",
933,Rodentia,Muridae,Apodemus sylvaticus,Long-tailed Field Mouse,Cruach Scarba Island,-10000,Stowaway (L),Transport (L),Established,Palearctic,Palearctic,"Herman et al. 2017, NBN 2019a",
