"Native_Species","Alien_Species","Cells_Native","Cells_Alien","Union_Cells","Overlapping_Cells"
"Martes foina","Eliomys quercinus",482970,2,482970,2
"Meles meles","Eliomys quercinus",599196,2,599196,2
"Mustela erminea","Eliomys quercinus",2854024,2,2854024,2
"Mustela nivalis","Eliomys quercinus",3056825,2,3056825,2
"Mustela putorius","Eliomys quercinus",393166,2,393166,2
"Vulpes vulpes","Eliomys quercinus",2913350,2,2913350,2
"Capreolus capreolus","Eliomys quercinus",413803,2,413803,2
"Cervus elaphus","Eliomys quercinus",260445,2,260445,2
"Eptesicus serotinus","Eliomys quercinus",565346,2,565346,2
"Microtus agrestis","Erinaceus europaeus",391472,34,391503,3
"Canis lupus","Eutamias sibiricus",3440898,34,3440915,17
"Lutra lutra","Eutamias sibiricus",1710166,34,1710181,19
"Lynx lynx","Eutamias sibiricus",1473126,34,1473143,17
"Martes foina","Eutamias sibiricus",482970,34,483000,4
"Martes martes","Eutamias sibiricus",486442,34,486456,20
"Martes melampus","Eutamias sibiricus",13033,34,13054,13
"Meles anakuma","Eutamias sibiricus",9640,34,9661,13
"Meles meles","Eutamias sibiricus",599196,34,599209,21
"Mustela erminea","Eutamias sibiricus",2854024,34,2854026,32
"Mustela eversmanii","Eutamias sibiricus",615950,34,615977,7
"Mustela nivalis","Eutamias sibiricus",3056825,34,3056838,21
"Mustela putorius","Eutamias sibiricus",393166,34,393179,21
"Nyctereutes procyonoides","Eutamias sibiricus",321168,34,321189,13
"Ursus thibetanus","Eutamias sibiricus",166330,34,166351,13
"Vulpes vulpes","Eutamias sibiricus",2913350,34,2913350,34
"Alces alces","Eutamias sibiricus",1526569,34,1526586,17
"Capreolus capreolus","Eutamias sibiricus",413803,34,413816,21
"Capricornis crispus","Eutamias sibiricus",7989,34,8010,13
"Cervus elaphus","Eutamias sibiricus",260445,34,260475,4
"Cervus nippon","Eutamias sibiricus",17622,34,17643,13
"Sus scrofa","Eutamias sibiricus",1451051,34,1451051,34
"Barbastella barbastellus","Eutamias sibiricus",141987,34,142017,4
"Eptesicus nilssonii","Eutamias sibiricus",684870,34,684887,17
"Eptesicus serotinus","Eutamias sibiricus",565346,34,565376,4
"Canis lupus","Funambulus pennantii",3440898,184,3440922,160
"Caracal caracal","Funambulus pennantii",726152,184,726290,46
"Felis silvestris","Funambulus pennantii",1245541,184,1245612,113
"Hyaena hyaena","Funambulus pennantii",1017707,184,1017769,122
"Ichneumia albicauda","Funambulus pennantii",584304,184,584373,115
"Mellivora capensis","Funambulus pennantii",1005324,184,1005349,159
"Vulpes cana","Funambulus pennantii",116708,184,116846,46
"Vulpes vulpes","Funambulus pennantii",2913350,184,2913359,175
"Arabitragus jayakari","Funambulus pennantii",1170,184,1353,1
"Gazella arabica","Funambulus pennantii",8865,184,9009,40
"Gazella marica","Funambulus pennantii",109637,184,109811,10
"Asellia tridens","Funambulus pennantii",706770,184,706947,7
"Eptesicus bottae","Funambulus pennantii",142876,184,142885,175
"Pipistrellus kuhlii","Funambulus pennantii",317221,184,317292,113
"Rhyneptesicus nasutus","Funambulus pennantii",29793,184,29967,10
"Rousettus aegyptiacus","Funambulus pennantii",134602,184,134723,63
"Paraechinus aethiopicus","Funambulus pennantii",149632,184,149789,27
"Paraechinus hypomelas","Funambulus pennantii",64328,184,64500,12
"Lepus capensis","Funambulus pennantii",277423,184,277600,7
"Gerbillus cheesmani","Funambulus pennantii",39219,184,39397,6
"Gerbillus dasyurus","Funambulus pennantii",42865,184,43042,7
"Gerbillus nanus","Funambulus pennantii",311021,184,311163,42
"Jaculus jaculus","Funambulus pennantii",311328,184,311478,34
"Meriones crassus","Funambulus pennantii",254551,184,254724,11
"Meriones libycus","Funambulus pennantii",139825,184,139983,26
"Gazella marica","Gazella subgutturosa",109637,1,109637,1
"Asellia tridens","Gazella subgutturosa",706770,1,706770,1
"Herpestes javanicus","Herpestes auropunctatus",66260,55,66275,40
"Martes melampus","Herpestes auropunctatus",13033,55,13080,8
"Meles anakuma","Herpestes auropunctatus",9640,55,9687,8
"Mustela itatsi","Herpestes auropunctatus",8997,55,9044,8
"Nyctereutes procyonoides","Herpestes auropunctatus",321168,55,321215,8
"Vulpes vulpes","Herpestes auropunctatus",2913350,55,2913397,8
"Sus scrofa","Herpestes auropunctatus",1451051,55,1451064,42
"Miniopterus fuscus","Herpestes auropunctatus",13,55,60,8
"Murina ryukyuana","Herpestes auropunctatus",4,55,56,3
"Myotis yanbarensis","Herpestes auropunctatus",1,55,55,1
"Pipistrellus abramus","Herpestes auropunctatus",72362,55,72413,4
"Rhinolophus ferrumequinum","Herpestes auropunctatus",221453,55,221506,2
"Vespertilio sinensis","Herpestes auropunctatus",68006,55,68059,2
"Crocidura orii","Herpestes auropunctatus",2,55,55,2
"Suncus murinus","Herpestes auropunctatus",342660,55,342710,5
"Lepus brachyurus","Herpestes auropunctatus",2524,55,2577,2
"Pentalagus furnessi","Herpestes auropunctatus",1,55,55,1
"Diplothrix legata","Herpestes auropunctatus",1,55,55,1
"Micromys minutus","Herpestes auropunctatus",588088,55,588140,3
"Rattus rattus","Herpestes auropunctatus",176048,55,176100,3
"Tokudaia osimensis","Herpestes auropunctatus",1,55,55,1
"Asellia tridens","Herpestes edwardsii",706770,1,706770,1
"Notopteris macdonaldi","Herpestes fuscus",212,111,289,34
"Pteropus samoensis","Herpestes fuscus",192,111,262,41
"Pteropus tonganus","Herpestes fuscus",475,111,538,48
"Cerdocyon thous","Hippopotamus amphibius",350233,416,350233,416
"Conepatus semistriatus","Hippopotamus amphibius",81635,416,81954,97
"Eira barbara","Hippopotamus amphibius",468203,416,468216,403
"Leopardus pardalis","Hippopotamus amphibius",530154,416,530451,119
"Leopardus tigrinus","Hippopotamus amphibius",359175,416,359401,190
"Leopardus wiedii","Hippopotamus amphibius",445611,416,445990,37
"Lontra longicaudis","Hippopotamus amphibius",94278,416,94661,33
"Mustela frenata","Hippopotamus amphibius",377236,416,377380,272
"Panthera onca","Hippopotamus amphibius",368273,416,368430,259
"Potos flavus","Hippopotamus amphibius",417533,416,417542,407
"Puma concolor","Hippopotamus amphibius",938256,416,938256,416
"Speothos venaticus","Hippopotamus amphibius",452096,416,452182,330
"Urocyon cinereoargenteus","Hippopotamus amphibius",410015,416,410015,416
"Mazama americana","Hippopotamus amphibius",370447,416,370461,402
"Odocoileus virginianus","Hippopotamus amphibius",733942,416,733942,416
"Pecari tajacu","Hippopotamus amphibius",629562,416,629562,416
"Ametrida centurio","Hippopotamus amphibius",204449,416,204551,314
"Anoura aequatoris","Hippopotamus amphibius",17281,416,17554,143
"Anoura caudifer","Hippopotamus amphibius",129424,416,129687,153
"Anoura cultrata","Hippopotamus amphibius",23139,416,23442,113
"Anoura geoffroyi","Hippopotamus amphibius",119105,416,119451,70
"Anoura latidens","Hippopotamus amphibius",21143,416,21530,29
"Anoura peruana","Hippopotamus amphibius",24754,416,25110,60
"Artibeus amplus","Hippopotamus amphibius",44666,416,44678,404
"Artibeus lituratus","Hippopotamus amphibius",469141,416,469148,409
"Carollia brevicauda","Hippopotamus amphibius",400648,416,400655,409
"Carollia castanea","Hippopotamus amphibius",69611,416,69622,405
"Carollia perspicillata","Hippopotamus amphibius",454023,416,454036,403
"Centronycteris centralis","Hippopotamus amphibius",62584,416,62617,383
"Centurio senex","Hippopotamus amphibius",56128,416,56264,280
"Chiroderma salvini","Hippopotamus amphibius",111260,416,111267,409
"Chiroderma trinitatum","Hippopotamus amphibius",322947,416,323065,298
"Chiroderma villosum","Hippopotamus amphibius",331609,416,331887,138
"Choeroniscus godmani","Hippopotamus amphibius",80227,416,80234,409
"Choeroniscus minor","Hippopotamus amphibius",160547,416,160939,24
"Cynomops abrasus","Hippopotamus amphibius",360445,416,360729,132
"Cynomops greenhalli","Hippopotamus amphibius",143950,416,143962,404
"Cynomops paranus","Hippopotamus amphibius",251515,416,251822,109
"Cynomops planirostris","Hippopotamus amphibius",376443,416,376682,177
"Dermanura bogotensis","Hippopotamus amphibius",7100,416,7443,73
"Dermanura gnoma","Hippopotamus amphibius",324090,416,324490,16
"Dermanura phaeotis","Hippopotamus amphibius",111938,416,111949,405
"Dermanura rava","Hippopotamus amphibius",8710,416,9019,107
"Desmodus rotundus","Hippopotamus amphibius",217354,416,217442,328
"Diaemus youngi","Hippopotamus amphibius",433143,416,433149,410
"Diclidurus albus","Hippopotamus amphibius",411965,416,411978,403
"Diphylla ecaudata","Hippopotamus amphibius",296021,416,296021,416
"Enchisthenes hartii","Hippopotamus amphibius",94851,416,94861,406
"Eptesicus brasiliensis","Hippopotamus amphibius",431985,416,432000,401
"Eptesicus furinalis","Hippopotamus amphibius",501435,416,501447,404
"Eptesicus fuscus","Hippopotamus amphibius",264187,416,264505,98
"Eumops auripendulus","Hippopotamus amphibius",527316,416,527317,415
"Eumops dabbenei","Hippopotamus amphibius",83020,416,83318,118
"Eumops glaucinus","Hippopotamus amphibius",216686,416,216887,215
"Eumops hansae","Hippopotamus amphibius",192568,416,192829,155
"Furipterus horrens","Hippopotamus amphibius",323825,416,323840,401
"Gardnerycteris crenulatum","Hippopotamus amphibius",415169,416,415175,410
"Glossophaga commissarisi","Hippopotamus amphibius",129156,416,129170,402
"Glossophaga longirostris","Hippopotamus amphibius",47504,416,47839,81
"Glossophaga soricina","Hippopotamus amphibius",537275,416,537284,407
"Glyphonycteris sylvestris","Hippopotamus amphibius",213865,416,213878,403
"Histiotus montanus","Hippopotamus amphibius",50852,416,50932,336
"Lasiurus blossevillii","Hippopotamus amphibius",417801,416,418065,152
"Lasiurus cinereus","Hippopotamus amphibius",637746,416,638034,128
"Leptonycteris curasoae","Hippopotamus amphibius",18255,416,18272,399
"Lichonycteris degener","Hippopotamus amphibius",97206,416,97577,45
"Lionycteris spurrelli","Hippopotamus amphibius",257959,416,257970,405
"Lonchophylla concava","Hippopotamus amphibius",4980,416,5375,21
"Lonchophylla orienticollina","Hippopotamus amphibius",5009,416,5256,169
"Lonchophylla robusta","Hippopotamus amphibius",24653,416,24669,400
"Lonchophylla thomasi","Hippopotamus amphibius",287205,416,287211,410
"Lonchorhina aurita","Hippopotamus amphibius",406659,416,406662,413
"Lophostoma silvicolum","Hippopotamus amphibius",270734,416,270743,407
"Macrophyllum macrophyllum","Hippopotamus amphibius",430669,416,430681,404
"Mesophylla macconnelli","Hippopotamus amphibius",302013,416,302022,407
"Micronycteris hirsuta","Hippopotamus amphibius",225260,416,225269,407
"Micronycteris megalotis","Hippopotamus amphibius",400629,416,400640,405
"Micronycteris microtis","Hippopotamus amphibius",163333,416,163682,67
"Micronycteris minuta","Hippopotamus amphibius",397850,416,397856,410
"Micronycteris schmidtorum","Hippopotamus amphibius",222756,416,222766,406
"Dasypus novemcinctus","Hippopotamus amphibius",495176,416,495454,138
"Sylvilagus floridanus","Hippopotamus amphibius",182823,416,182974,265
"Tapirus terrestris","Hippopotamus amphibius",395256,416,395661,11
"Choloepus hoffmanni","Hippopotamus amphibius",42350,416,42658,108
"Dinomys branickii","Hippopotamus amphibius",14561,416,14970,7
"Nectomys grandis","Hippopotamus amphibius",1401,416,1658,159
"Nectomys rattus","Hippopotamus amphibius",280444,416,280444,416
"Canis lupus","Hystrix cristata",3440898,47,3440940,5
"Felis silvestris","Hystrix cristata",1245541,47,1245555,33
"Martes foina","Hystrix cristata",482970,47,483004,13
"Martes martes","Hystrix cristata",486442,47,486448,41
"Meles meles","Hystrix cristata",599196,47,599230,13
"Mustela erminea","Hystrix cristata",2854024,47,2854058,13
"Mustela nivalis","Hystrix cristata",3056825,47,3056859,13
"Mustela putorius","Hystrix cristata",393166,47,393200,13
"Vulpes vulpes","Hystrix cristata",2913350,47,2913350,47
"Capreolus capreolus","Hystrix cristata",413803,47,413837,13
"Cervus elaphus","Hystrix cristata",260445,47,260459,33
"Sus scrofa","Hystrix cristata",1451051,47,1451052,46
"Barbastella barbastellus","Hystrix cristata",141987,47,141989,45
"Eptesicus serotinus","Hystrix cristata",565346,47,565347,46
"Hypsugo savii","Hystrix cristata",208888,47,208889,46
"Myotis punicus","Hystrix cristata",27424,47,27470,1
"Rhinolophus ferrumequinum","Hystrix cristata",221453,47,221499,1
"Rhinolophus hipposideros","Hystrix cristata",116352,47,116398,1
"Suncus etruscus","Hystrix cristata",78968,47,79014,1
"Apodemus sylvaticus","Hystrix cristata",53818,47,53864,1
"Canis lupus","Lepus granatensis",3440898,275,3441008,165
"Felis silvestris","Lepus granatensis",1245541,275,1245759,57
"Lutra lutra","Lepus granatensis",1710166,275,1710168,273
"Martes foina","Lepus granatensis",482970,275,482975,270
"Martes martes","Lepus granatensis",486442,275,486451,266
"Meles meles","Lepus granatensis",599196,275,599199,272
"Mustela erminea","Lepus granatensis",2854024,275,2854024,275
"Mustela nivalis","Lepus granatensis",3056825,275,3056826,274
"Mustela putorius","Lepus granatensis",393166,275,393168,273
"Vulpes vulpes","Lepus granatensis",2913350,275,2913351,274
"Capreolus capreolus","Lepus granatensis",413803,275,413804,274
"Cervus elaphus","Lepus granatensis",260445,275,260516,204
"Rupicapra pyrenaica","Lepus granatensis",912,275,1169,18
"Sus scrofa","Lepus granatensis",1451051,275,1451053,273
"Barbastella barbastellus","Lepus granatensis",141987,275,141996,266
"Eptesicus serotinus","Lepus granatensis",565346,275,565351,270
"Hypsugo savii","Lepus granatensis",208888,275,208890,273
"Miniopterus schreibersii","Lepus granatensis",77870,275,78089,56
"Myotis bechsteinii","Lepus granatensis",2400,275,2673,2
"Myotis daubentonii","Lepus granatensis",114513,275,114785,3
"Myotis mystacinus","Lepus granatensis",50823,275,51045,53
"Nyctalus leisleri","Lepus granatensis",5017,275,5291,1
"Pipistrellus kuhlii","Lepus granatensis",317221,275,317439,57
"Pipistrellus pipistrellus","Lepus granatensis",19311,275,19585,1
"Plecotus auritus","Lepus granatensis",2168,275,2441,2
"Plecotus austriacus","Lepus granatensis",22835,275,23061,49
"Rhinolophus euryale","Lepus granatensis",1874,275,2148,1
"Rhinolophus ferrumequinum","Lepus granatensis",221453,275,221680,48
"Rhinolophus hipposideros","Lepus granatensis",116352,275,116583,44
"Tadarida teniotis","Lepus granatensis",81382,275,81656,1
"Crocidura suaveolens","Lepus granatensis",278686,275,278958,3
"Sorex coronatus","Lepus granatensis",71,275,345,1
"Sorex minutus","Lepus granatensis",461791,275,462060,6
"Suncus etruscus","Lepus granatensis",78968,275,79188,55
"Talpa europaea","Lepus granatensis",60434,275,60650,59
"Oryctolagus cuniculus","Lepus granatensis",7616,275,7835,56
"Apodemus sylvaticus","Lepus granatensis",53818,275,54036,57
"Eliomys quercinus","Lepus granatensis",1091,275,1365,1
"Glis glis","Lepus granatensis",1458,275,1732,1
"Micromys minutus","Lepus granatensis",588088,275,588298,65
"Microtus agrestis","Lepus granatensis",391472,275,391736,11
"Microtus arvalis","Lepus granatensis",54447,275,54711,11
"Mus spretus","Lepus granatensis",38798,275,38863,210
"Myodes glareolus","Lepus granatensis",30966,275,31239,2
"Paradoxurus hermaphroditus","Manis culionensis",299654,14,299657,11
"Sus ahoenobarbus","Manis culionensis",512,14,514,12
"Tragulus nigricans","Manis culionensis",21,14,23,12
"Acerodon leucotis","Manis culionensis",576,14,578,12
"Cynopterus luzoniensis","Manis culionensis",18556,14,18558,12
"Emballonura alecto","Manis culionensis",37664,14,37666,12
"Hipposideros ater","Manis culionensis",134893,14,134895,12
"Rhinolophus acuminatus","Manis culionensis",6922,14,6935,1
"Rousettus amplexicaudatus","Manis culionensis",46885,14,46897,2
"Crocidura palawanensis","Manis culionensis",93,14,106,1
"Macaca fascicularis","Manis culionensis",46423,14,46436,1
"Chiropodomys calamianensis","Manis culionensis",100,14,111,3
"Maxomys panglima","Manis culionensis",100,14,111,3
"Sundasciurus steerii","Manis culionensis",34,14,46,2
"Tupaia palawanensis","Manis culionensis",103,14,116,1
"Canis lupus","Marmota marmota",3440898,4,3440898,4
"Martes foina","Marmota marmota",482970,4,482970,4
"Martes martes","Marmota marmota",486442,4,486442,4
"Meles meles","Marmota marmota",599196,4,599196,4
"Mustela nivalis","Marmota marmota",3056825,4,3056825,4
"Mustela putorius","Marmota marmota",393166,4,393166,4
"Vulpes vulpes","Marmota marmota",2913350,4,2913350,4
"Capreolus capreolus","Marmota marmota",413803,4,413803,4
"Cervus elaphus","Marmota marmota",260445,4,260445,4
"Rupicapra rupicapra","Marmota marmota",15891,4,15894,1
"Sus scrofa","Marmota marmota",1451051,4,1451051,4
"Barbastella barbastellus","Marmota marmota",141987,4,141987,4
"Eptesicus serotinus","Marmota marmota",565346,4,565346,4
"Hypsugo savii","Marmota marmota",208888,4,208888,4
"Hystrix cristata","Marmota marmota",123798,4,123801,1
"Canis latrans","Martes americana",829752,41,829753,40
"Lynx rufus","Martes americana",504411,41,504412,40
"Martes pennanti","Martes americana",221397,41,221397,41
"Mephitis mephitis","Martes americana",630074,41,630074,41
"Mustela erminea","Martes americana",2854024,41,2854024,41
"Neovison vison","Martes americana",858225,41,858227,39
"Procyon lotor","Martes americana",488930,41,488933,38
"Ursus americanus","Martes americana",712093,41,712094,40
"Alces alces","Martes americana",1526569,41,1526571,39
"Odocoileus virginianus","Martes americana",733942,41,733944,39
"Eptesicus fuscus","Martes americana",264187,41,264205,23
"Lasionycteris noctivagans","Martes americana",341359,41,341360,40
"Lasiurus borealis","Martes americana",149710,41,149712,39
"Lasiurus cinereus","Martes americana",637746,41,637747,40
"Myotis lucifugus","Martes americana",16300,41,16338,3
"Myotis septentrionalis","Martes americana",5711,41,5750,2
"Perimyotis subflavus","Martes americana",2401,41,2439,3
"Blarina brevicauda","Martes americana",14065,41,14101,5
"Condylura cristata","Martes americana",29977,41,30010,8
"Sorex cinereus","Martes americana",540353,41,540380,14
"Sorex dispar","Martes americana",945,41,981,5
"Sorex fumeus","Martes americana",1112,41,1151,2
"Sorex hoyi","Martes americana",319321,41,319350,12
"Sorex maritimensis","Martes americana",300,41,335,6
"Lepus americanus","Martes americana",32710,41,32748,3
"Castor canadensis","Martes americana",36250,41,36286,5
"Erethizon dorsatum","Martes americana",269538,41,269568,11
"Glaucomys sabrinus","Martes americana",15357,41,15396,2
"Glaucomys volans","Martes americana",1251,41,1289,3
"Marmota monax","Martes americana",24284,41,24319,6
"Microtus pennsylvanicus","Martes americana",609439,41,609449,31
"Myodes gapperi","Martes americana",10194,41,10232,3
"Napaeozapus insignis","Martes americana",12779,41,12816,4
"Peromyscus maniculatus","Martes americana",513806,41,513833,14
"Synaptomys cooperi","Martes americana",38303,41,38328,16
"Tamias striatus","Martes americana",1838,41,1877,2
"Tamiasciurus hudsonicus","Martes americana",12798,41,12837,2
"Canis lupus","Micromys minutus",3440898,5579,3440922,5555
"Lutra lutra","Micromys minutus",1710166,5579,1711553,4192
"Lynx lynx","Micromys minutus",1473126,5579,1474272,4433
"Martes martes","Micromys minutus",486442,5579,487550,4471
"Meles meles","Micromys minutus",599196,5579,599734,5041
"Mustela erminea","Micromys minutus",2854024,5579,2854043,5560
"Mustela nivalis","Micromys minutus",3056825,5579,3056868,5536
"Mustela putorius","Micromys minutus",393166,5579,394143,4602
"Ursus arctos","Micromys minutus",1937891,5579,1943469,1
"Vulpes vulpes","Micromys minutus",2913350,5579,2913362,5567
"Alces alces","Micromys minutus",1526569,5579,1526612,5536
"Capreolus capreolus","Micromys minutus",413803,5579,413840,5542
"Cervus elaphus","Micromys minutus",260445,5579,261028,4996
"Sus scrofa","Micromys minutus",1451051,5579,1453549,3081
"Barbastella barbastellus","Micromys minutus",141987,5579,145896,1670
"Eptesicus nilssonii","Micromys minutus",684870,5579,684905,5544
"Eptesicus serotinus","Micromys minutus",565346,5579,570382,543
"Myotis bechsteinii","Micromys minutus",2400,5579,7936,43
"Myotis brandtii","Micromys minutus",210676,5579,212969,3286
"Myotis dasycneme","Micromys minutus",26166,5579,31684,61
"Myotis daubentonii","Micromys minutus",114513,5579,118018,2074
"Myotis mystacinus","Micromys minutus",50823,5579,55862,540
"Myotis nattereri","Micromys minutus",52885,5579,56276,2188
"Nyctalus leisleri","Micromys minutus",5017,5579,10533,63
"Nyctalus noctula","Micromys minutus",4570,5579,10038,111
"Pipistrellus nathusii","Micromys minutus",9009,5579,14302,286
"Pipistrellus pipistrellus","Micromys minutus",19311,5579,24869,21
"Pipistrellus pygmaeus","Micromys minutus",4449,5579,8668,1360
"Plecotus auritus","Micromys minutus",2168,5579,7733,14
"Plecotus austriacus","Micromys minutus",22835,5579,28395,19
"Vespertilio murinus","Micromys minutus",416915,5579,422021,473
"Erinaceus europaeus","Micromys minutus",11979,5579,17004,554
"Neomys fodiens","Micromys minutus",198461,5579,201798,2242
"Sorex araneus","Micromys minutus",128072,5579,131967,1684
"Sorex caecutiens","Micromys minutus",187527,5579,193101,5
"Sorex minutissimus","Micromys minutus",249921,5579,255473,27
"Sorex minutus","Micromys minutus",461791,5579,464781,2589
"Talpa europaea","Micromys minutus",60434,5579,65664,349
"Lepus timidus","Micromys minutus",1063618,5579,1066632,2565
"Apodemus flavicollis","Micromys minutus",2068,5579,7634,13
"Apodemus sylvaticus","Micromys minutus",53818,5579,58798,599
"Arvicola amphibius","Micromys minutus",263264,5579,266592,2251
"Castor fiber","Micromys minutus",29802,5579,33714,1667
"Microtus agrestis","Micromys minutus",391472,5579,394459,2592
"Microtus oeconomus","Micromys minutus",1013669,5579,1018869,379
"Muscardinus avellanarius","Micromys minutus",736,5579,6313,2
"Myodes glareolus","Micromys minutus",30966,5579,36532,13
"Myodes rufocanus","Micromys minutus",753003,5579,758500,82
"Rattus norvegicus","Micromys minutus",2287,5579,7842,24
"Sciurus vulgaris","Micromys minutus",116243,5579,121815,7
"Sicista betulina","Micromys minutus",98637,5579,103717,499
"Canis lupus","Microtus levis",3440898,10,3440899,9
"Gulo gulo","Microtus levis",998329,10,998338,1
"Lutra lutra","Microtus levis",1710166,10,1710166,10
"Lynx lynx","Microtus levis",1473126,10,1473127,9
"Martes zibellina","Microtus levis",666216,10,666218,8
"Meles leucurus","Microtus levis",895780,10,895780,10
"Mustela erminea","Microtus levis",2854024,10,2854024,10
"Mustela nivalis","Microtus levis",3056825,10,3056825,10
"Mustela sibirica","Microtus levis",781454,10,781456,8
"Nyctereutes procyonoides","Microtus levis",321168,10,321168,10
"Ursus arctos","Microtus levis",1937891,10,1937891,10
"Vulpes vulpes","Microtus levis",2913350,10,2913350,10
"Alces alces","Microtus levis",1526569,10,1526569,10
"Moschus moschiferus","Microtus levis",364242,10,364242,10
"Rangifer tarandus","Microtus levis",1419390,10,1419390,10
"Sus scrofa","Microtus levis",1451051,10,1451052,9
"Eptesicus nilssonii","Microtus levis",684870,10,684870,10
"Apodemus peninsulae","Microtus levis",331873,10,331882,1
"Myodes rufocanus","Microtus levis",753003,10,753012,1
"Lutra lutra","Muntiacus reevesi",1710166,48,1710168,46
"Martes martes","Muntiacus reevesi",486442,48,486483,7
"Meles meles","Muntiacus reevesi",599196,48,599197,47
"Mustela erminea","Muntiacus reevesi",2854024,48,2854025,47
"Vulpes vulpes","Muntiacus reevesi",2913350,48,2913351,47
"Cervus elaphus","Muntiacus reevesi",260445,48,260446,47
"Myotis mystacinus","Muntiacus reevesi",50823,48,50858,13
"Myotis nattereri","Muntiacus reevesi",52885,48,52906,27
"Apodemus sylvaticus","Muntiacus reevesi",53818,48,53848,18
"Erinaceus europaeus","Mustela erminea",11979,59,12034,4
"Apodemus sylvaticus","Mustela erminea",53818,59,53874,3
"Martes zibellina","Mustela lutreola",666216,1,666216,1
"Mustela erminea","Mustela lutreola",2854024,1,2854024,1
"Mustela nivalis","Mustela lutreola",3056825,1,3056825,1
"Ursus arctos","Mustela lutreola",1937891,1,1937891,1
"Vulpes vulpes","Mustela lutreola",2913350,1,2913350,1
"Myodes rufocanus","Mustela lutreola",753003,1,753003,1
"Lutra lutra","Mustela putorius",1710166,3508,1710381,3293
"Martes martes","Mustela putorius",486442,3508,489397,553
"Meles meles","Mustela putorius",599196,3508,599411,3293
"Mustela erminea","Mustela putorius",2854024,3508,2854142,3390
"Vulpes vulpes","Mustela putorius",2913350,3508,2913541,3317
"Cervus elaphus","Mustela putorius",260445,3508,262340,1613
"Hypsugo savii","Mustela putorius",208888,3508,212368,28
"Myotis daubentonii","Mustela putorius",114513,3508,118010,11
"Myotis mystacinus","Mustela putorius",50823,3508,52380,1951
"Myotis nattereri","Mustela putorius",52885,3508,53763,2630
"Nyctalus leisleri","Mustela putorius",5017,3508,8523,2
"Pipistrellus nathusii","Mustela putorius",9009,3508,12510,7
"Pipistrellus pipistrellus","Mustela putorius",19311,3508,22812,7
"Pipistrellus pygmaeus","Mustela putorius",4449,3508,7950,7
"Rhinolophus hipposideros","Mustela putorius",116352,3508,119480,380
"Rousettus aegyptiacus","Mustela putorius",134602,3508,138093,17
"Erinaceus europaeus","Mustela putorius",11979,3508,15058,429
"Sorex minutus","Mustela putorius",461791,3508,464625,674
"Lepus timidus","Mustela putorius",1063618,3508,1066485,641
"Apodemus sylvaticus","Mustela putorius",53818,3508,55354,1972
"Canis aureus","Myocastor coypus",473410,1878,473968,1320
"Canis latrans","Myocastor coypus",829752,1878,831626,4
"Canis lupus","Myocastor coypus",3440898,1878,3441994,782
"Felis silvestris","Myocastor coypus",1245541,1878,1246235,1184
"Lontra canadensis","Myocastor coypus",261104,1878,262976,6
"Lutra lutra","Myocastor coypus",1710166,1878,1710464,1580
"Lynx lynx","Myocastor coypus",1473126,1878,1474984,20
"Lynx rufus","Myocastor coypus",504411,1878,506288,1
"Martes flavigula","Myocastor coypus",253127,1878,254994,11
"Martes foina","Myocastor coypus",482970,1878,483537,1311
"Martes martes","Myocastor coypus",486442,1878,487825,495
"Martes pennanti","Myocastor coypus",221397,1878,223268,7
"Meles leucurus","Myocastor coypus",895780,1878,897641,17
"Meles meles","Myocastor coypus",599196,1878,599645,1429
"Mephitis mephitis","Myocastor coypus",630074,1878,631947,5
"Mustela erminea","Myocastor coypus",2854024,1878,2855735,167
"Mustela eversmanii","Myocastor coypus",615950,1878,616931,897
"Mustela frenata","Myocastor coypus",377236,1878,379110,4
"Mustela lutreola","Myocastor coypus",2101,1878,3766,213
"Mustela nivalis","Myocastor coypus",3056825,1878,3057117,1586
"Mustela putorius","Myocastor coypus",393166,1878,393617,1427
"Mustela sibirica","Myocastor coypus",781454,1878,783315,17
"Neovison vison","Myocastor coypus",858225,1878,860095,8
"Nyctereutes procyonoides","Myocastor coypus",321168,1878,323029,17
"Prionailurus bengalensis","Myocastor coypus",406585,1878,408446,17
"Procyon lotor","Myocastor coypus",488930,1878,490803,5
"Urocyon cinereoargenteus","Myocastor coypus",410015,1878,411890,3
"Ursus americanus","Myocastor coypus",712093,1878,713969,2
"Ursus arctos","Myocastor coypus",1937891,1878,1939750,19
"Vormela peregusna","Myocastor coypus",390358,1878,391412,824
"Vulpes vulpes","Myocastor coypus",2913350,1878,2913402,1826
"Alces alces","Myocastor coypus",1526569,1878,1528443,4
"Capreolus capreolus","Myocastor coypus",413803,1878,414299,1382
"Capreolus pygargus","Myocastor coypus",715542,1878,717403,17
"Cervus elaphus","Myocastor coypus",260445,1878,260971,1352
"Dama dama","Myocastor coypus",10326,1878,11937,267
"Moschus moschiferus","Myocastor coypus",364242,1878,366110,10
"Odocoileus virginianus","Myocastor coypus",733942,1878,735812,8
"Sus scrofa","Myocastor coypus",1451051,1878,1451152,1777
"Barbastella barbastellus","Myocastor coypus",141987,1878,143465,400
"Eptesicus nilssonii","Myocastor coypus",684870,1878,686743,5
"Eptesicus serotinus","Myocastor coypus",565346,1878,565536,1688
"Hypsugo alaschanicus","Myocastor coypus",55759,1878,57623,14
"Hypsugo savii","Myocastor coypus",208888,1878,209286,1480
"Lasionycteris noctivagans","Myocastor coypus",341359,1878,343233,4
